date,open,high,low,close,volume
2025-10-15,685.7432322184245,702.325927734375,685.7432322184245,702.325927734375,1796758
2025-10-16,702.3259559044471,712.0804830697867,692.5714287391077,710.1295776367188,1657639
2025-10-17,710.1295005923412,716.9576688672676,702.325879706711,714.0313110351562,1722112
2025-10-20,714.0313110351562,723.7858371421938,682.8168274926358,714.0313110351562,1795591
2025-10-21,714.0313397381757,721.8349609375,709.154076488598,721.8349609375,4680435
2025-10-22,721.8349842816235,736.4667745035483,716.9577208743152,734.515869140625,10574658
2025-10-23,734.5158257735403,753.0494256270559,727.6876574064556,741.343994140625,13757050
2025-10-24,741.3440834603658,780.3621931161746,752.0740636157133,759.877685546875,22293241
2025-10-27,759.8776132931746,770.6075924282516,750.1230868067411,758.9021606445312,1934294
2025-10-28,761.1523222270765,763.1090120014392,743.5421142578125,743.5421142578125,4132265
2025-10-29,743.5422316028227,760.1740973097278,752.3473369770666,758.2174072265625,10828068
2025-10-30,758.2172949806668,771.9141235351562,756.2606051871684,771.9141235351562,1397467
2025-10-31,771.9142123778355,777.7842824339407,752.3473121908181,760.174072265625,2636578
2025-11-04,760.1740303802491,782.6759643554688,753.3256156921387,782.6759643554688,3233451
2025-11-05,782.6760269261007,792.459477262677,771.9142315558668,777.7843017578125,9249154
2025-11-06,777.7842395782471,791.4810689544678,777.7842395782471,782.6759643554688,811793
2025-11-07,782.6759262840346,791.4810304547301,779.7408915604695,790.502685546875,1461564
2025-11-10,790.5027217158565,792.4594116210938,782.6759620949074,792.4594116210938,838768
2025-11-11,792.4594116210938,801.2645161946615,792.4594116210938,792.4594116210938,632007
2025-11-12,792.4594116210938,802.2428611472801,786.589341905382,792.4594116210938,1018166
2025-11-13,792.4593753625851,802.2428244411356,782.6759262840346,790.502685546875,1068130
2025-11-14,790.502676573392,780.7192276058995,757.2389500839175,771.9141235351562,1547988
2025-11-18,771.9141143402496,760.1739757191051,750.3905268681514,753.3255615234375,838416
2025-11-19,753.3255615234375,753.3255615234375,736.6936984768162,753.3255615234375,2820187
2025-11-20,753.3255631296258,758.2172875655325,743.5421142578125,743.5421142578125,1703526
2025-11-21,743.5421019064142,752.3472057447797,735.7153429389783,744.5204467773438,903592
2025-11-24,744.5204370709442,737.6720230637213,725.931884765625,725.931884765625,5911381
2025-11-25,728.1891545173064,753.705216535433,736.0402505228839,747.81689453125,1909802
2025-11-26,747.8168177604675,754.6865260601044,749.7795915603638,753.7051391601562,682810
2025-11-27,753.7052137942333,752.7238267971054,748.7982788085938,748.7982788085938,782233
2025-11-28,748.7982679861932,783.1468123892296,752.7238159179688,752.7238159179688,1409038
2025-12-01,752.7238549017137,760.574951171875,736.040275327621,760.574951171875,1318364
2025-12-02,760.5749266488211,780.2026666913714,760.5749266488211,769.4074096679688,1549072
2025-12-03,762.5376583099365,785.1095581054688,755.6679496765137,785.1095581054688,3233451
2025-12-04,765.4818535578145,772.3515625,767.4446275412961,772.3515625,1026488
2025-12-05,772.3514935843552,775.295654296875,754.6865293092366,775.295654296875,1999780
2025-12-09,775.2956886291504,786.0909450531007,777.2584625244141,785.1095581054688,7057630
2025-12-10,785.109560779099,784.128173828125,770.3887565144908,784.128173828125,766541
2025-12-11,784.1281417614313,773.3328857421875,767.4445642771454,773.3328857421875,915104
2025-12-12,773.3330389192205,762.5377807617188,761.5563936564913,762.5377807617188,91212
2025-12-15,762.5376694298037,762.5376694298037,757.6307346200881,758.6121215820312,543831
2025-12-16,758.6121570787932,759.5935440866571,742.9099649529708,745.8541259765625,1017631
2025-12-17,745.85411781721,754.6866007913611,746.8355048143379,748.7982788085938,784761
2025-12-18,748.7982098850817,763.5190134870165,751.7423706054688,751.7423706054688,786077
2025-12-19,751.7424048984174,761.5562744140625,740.9471484312077,761.5562744140625,3074393
2025-12-22,761.5563042534721,750.7610473632812,745.8541124131945,750.7610473632812,216277
2025-12-23,750.761061015882,747.8168999922902,745.8541259765625,745.8541259765625,1597837
2025-12-24,748.1181730453351,749.1025390625,748.1181730453351,749.1025390625,171997
2025-12-26,749.1024352307401,751.0711669921875,750.0868011114638,751.0711669921875,198500
2025-12-29,751.0712235440913,763.8679809570312,754.024321408616,763.8679809570312,447588
2025-12-30,763.8680492846996,757.9618530273438,747.1338265555245,757.9618530273438,1547076
2025-12-31,757.9618530273438,757.9618530273438,757.9618530273438,757.9618530273438,0
2026-01-02,757.9618332169842,757.9618332169842,749.1025390625,749.1025390625,275902
2026-01-05,749.1025051096971,756.9774328900882,749.1025051096971,752.0556030273438,1835470
2026-01-06,752.0556567699878,766.8211474133776,757.9618530273438,757.9618530273438,662669
2026-01-07,757.9618530273438,757.9618530273438,757.9618530273438,757.9618530273438,107549
2026-01-08,757.9617672311551,762.8835968885003,748.1181079164647,761.8992309570312,6089397
2026-01-09,761.8993516745436,763.8680838494132,754.0244229750651,755.0087890625,1230999
2026-01-13,755.0087565418376,764.8524169921875,755.0087565418376,764.8524169921875,6523084
2026-01-14,764.8523829533503,776.664774968074,757.9618209447616,767.8054809570312,2814498
2026-01-15,767.8054447763974,767.8054447763974,763.8679809570312,763.8679809570312,7945995
2026-01-16,763.8679676346368,775.6803588867188,763.8679676346368,775.6803588867188,5305210
2026-01-19,775.680361266706,787.4927525550315,775.680361266706,782.5709228515625,1072129
2026-01-20,782.5709209793184,804.2269716227712,786.5083847326734,802.2582397460938,11280684
